etat_car,marque,annee,boite_vit,adresse_vente,prix,image_link
Venant,Mitsubishi,2018,Automatique,"Parcelles Assainies,Dakar",9600000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/cda27c515dae61629212b3f473b054d3/-/horizon-files-prod/ed/picture/qq47mg2w/3faab8788d4cb6a2b4442cd85869fa8291a83af4.jpg
Venant,Mitsubishi,2016,Automatique,"Parcelles Assainies,Dakar",8600000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/72df746ce5afdd038dc8f43fd09cb403/-/horizon-files-prod/ed/picture/q0gwe44j/77d8c1695baf7cb6411be8855e2904bfb09b4569.jpg
Neuf,Toyota,2016,Manuelle,"Sacré-cœur,Dakar",14800000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b0691d173f1cf9e0581ace33028a37df/-/horizon-files-prod/ed/picture/q56xrjwn/05a7fa401242c57ba3fdfbefe4877e69a3dfa4aa.jpg
Occasion,Peugeot,2003,Manuelle,"Sicap Liberté,Dakar",3400000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a5a338ecf50b4c5dcf4511826d301f37/-/horizon-files-prod/ed/picture/qrzvgvn5/a555363d89787716d5b49e74737ebe23c604a82f.jpg
Venant,Kia,2015,Automatique,"Sicap Liberté,Dakar",8700000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/aba87add5766147036b21f37c0425073/-/horizon-files-prod/ed/picture/qngxmmqz/4d83c9c5ad977345ba0f0dfeddbfbb5ead7a7da1.jpg
Occasion,Toyota,2014,Automatique,"Sicap Liberté,Dakar",8500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9b333edbb3edf33798fce47e62754836/-/horizon-files-prod/ed/picture/qq47m6pe/99ac665b169b49e11ea6986f4703ce21deb60daf.jpg
Occasion,BMW,2015,Automatique,"Sicap Sacré-cœur,Dakar",14500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/73a2c717cd2304b6326ea01bf6c78102/-/horizon-files-prod/ed/picture/qv4e2zn5/0d2e7088ea17c3de5c4c270f6a0cce644139407f.jpg
Venant,Mazda,2016,Automatique,"Cité Damel,Dakar",9300000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/80654ede5db9f450f5bc808d24cb8096/-/horizon-files-prod/ed/picture/q56xmg7r/5a227909faa4658b7db0ede6603c525b1fb5c8e3.jpg
Occasion,Toyota,2016,Manuelle,"Cité keur gorgui,Dakar",14500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8d4d208537afa7c2279f77ce1dda65a6/-/horizon-files-prod/ed/picture/q8v5jgj6/cc6bbb58e03f375fdcfb2e71e17937242457f231.jpg
Réconditionné,BMW,2019,Automatique,"Grand-Dakar,Dakar",44000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/77053385250aa2ba95a65b41fde5b12e/-/horizon-files-prod/ed/picture/q448xpxz/3005f8bb7d40f06e23a1373bb3293558021e5f53.jpg
Venant,Kia,2020,Automatique,"Yoff,Dakar",17000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/42d81d822e8316ed9d082658574b94c2/-/horizon-files-prod/ed/picture/q785q4xz/716a7211f20de303ddd9af5ba575c4c7307e2d56.jpg
Occasion,Mitsubishi,2013,Automatique,"Guediawaye,Dakar",5850000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/bde1d2bbd2dbdfc43769fa5adc55da92/-/horizon-files-prod/ed/picture/qq47m6je/3a956b2956436843e3a93ac8b654f1527f229704.jpg
Occasion,BMW,2014,Automatique,"Sicap Sacré-cœur,Dakar",7500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3a8645289e614ba147699a099c2806c1/-/horizon-files-prod/ed/picture/qdek5n50/d78bfb942dbd53ffbe6bb2caa8df648a14c37dfe.jpg
Occasion,Ford,2013,Automatique,"Nord foire,Dakar",5000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1fdb236ff56c214ca184081571133c9a/-/horizon-files-prod/ed/picture/qv4e2zrm/4d0363b0290f7043316d2b7a728fbd07cc6b0c83.jpg
Venant,Renault,2018,Automatique,"Amitié,Dakar",7800000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/bbccc59787d826b324f7471c8028fc4f/-/horizon-files-prod/ed/picture/q9m9pgg6/b79749a0ae4394e06638742e1f06c2d94b7ea0ab.jpg
Occasion,Chevrolet,2012,Automatique,"Ouakam,Dakar",2000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/370445b4f9ec1c8b16a62d64739d16ba/-/horizon-files-prod/ed/picture/qv4e2zqx/1c824123ef85b77dea9f8af693748b898952e1d6.jpg
Occasion,Mercedes-Benz,2015,Automatique,"Parcelles Assainies,Dakar",14000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/df45a3c61745085836527212dfbf3ec1/-/horizon-files-prod/ed/picture/qkrgw02m/cb8a8e69e31731d444d1eaffadd6851c9525a468.jpg
Occasion,Ford,2016,Automatique,"Parcelles Assainies,Dakar",5500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/89b7427d2054e463bb0242cd65ee9d61/-/horizon-files-prod/ed/picture/q8v5jgg7/bb261f363283a401ffd4bcd498881d52c7dd24fb.jpg
Neuf,Toyota,2010,Automatique,"Hlm,Dakar",5900000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3d5430f26329b4abc47301057197016a/-/horizon-files-prod/ed/picture/qwe2dk4m/de169e25dc17263dc16d8763683d81cf35c837b9.jpg
Neuf,Hyundai,2017,Automatique,"Cité Damel,Dakar",12900000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/834247bdbe163bdc9b0d9db8b51307ab/-/horizon-files-prod/ed/picture/qwe2dk5j/d436f67a583f140becc49e5799b8a32a2cf8beca.jpg
Venant,Hyundai,2018,Automatique,"Ouakam,Dakar",9000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/841f4259c1da4e74140d6460525a3ae8/-/horizon-files-prod/ed/picture/q785kp9z/b4b3a84abb59da6800674ef06c365e0b5a498556.jpg
Venant,Fiat,2016,Automatique,"Hann maristes,Dakar",6000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ae2bdb19cccb844436938192f20970f0/-/horizon-files-prod/ed/picture/q448xr2z/334c9d69afeef32bd799b2ec767e3da71fcba367.jpg
Réconditionné,BMW,2014,Automatique,"Cité keur gorgui,Dakar",9000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/126da318cac309f8af6649a0238341ef/-/horizon-files-prod/ed/picture/qxj25ke2/bc8e1ea3f5ec82f2847f2483857f3688ec5e33a8.jpg
Venant,Ford,2017,Automatique,"Dieuppeul,Dakar",15000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/13e735a1c7b48ce3b11100d207ec6cf9/-/horizon-files-prod/ed/picture/q8v560xz/661f5b985dc844123124601b874ca3e30f21d53c.jpg
Occasion,Mitsubishi,2016,Automatique,"Djily mbaye,Dakar",5950000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a1e70f190d405c74c92744f9ba0ad751/-/horizon-files-prod/ed/picture/q2jq4g82/a3c3bad581f9b723db4b5b5d40b569585bb4c86f.jpg
Venant,Mazda,2017,Automatique,"Dieuppeul,Dakar",8500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/849590c22f761094ced69979912015a9/-/horizon-files-prod/ed/picture/qm5pwngm/0e5e9faba052f5f020092e701fcf1bad9f96e61e.jpg
Venant,Jeep,2023,Automatique,"Grand-Dakar,Dakar",47000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8b0e2917713860321dfd0ed0d75992c7/-/horizon-files-prod/ed/picture/q7856q6n/a42ad26c00230458eab83208d29613ef179426f0.jpg
Occasion,Chevrolet,2014,Automatique,"Avenue Bourguiba,Dakar",5300000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0c1b6d29805921dec77c2088bf126d9e/-/horizon-files-prod/ed/picture/q8v5ee40/8f7e987658e01e39126584ad8fe8d6b92763ac50.jpg
Occasion,Ford,2012,Automatique,"Yoff,Dakar",2900000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/38f6c57d3d7ae493c36e13344f63f859/-/horizon-files-prod/ed/picture/qrzvmmn9/9d37f29b595a8aa07ef6d60d813e89610dc6584c.jpg
Occasion,GMC,2012,Automatique,"Yoff,Dakar",2850000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f3bad36e012e690fcad0ce8ba072f696/-/horizon-files-prod/ed/picture/q56xekde/cc87b49e519c9ef8b4f01cc24ddeaacc73d02fe7.jpg
Occasion,Hyundai,2012,Automatique,"Yoff,Dakar",2850000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c70b5ab94a7ff89467817146d3c6b280/-/horizon-files-prod/ed/picture/qdekv2q7/d244dc50be299029ccb45a6b7ebc34d2c8954285.jpg
Occasion,Hyundai,2013,Automatique,"Yoff,Dakar",2850000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1546d2dee677a01b1bfae07fb258671a/-/horizon-files-prod/ed/picture/q6xke00n/ca886dd2d69672fbd9a84e6f9d51c5e856a9d195.jpg
Occasion,Saturn,2012,Automatique,"Yoff,Dakar",2100000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/854baebb02928514037e069eb4699a9d/-/horizon-files-prod/ed/picture/q2jqmpd2/2715a55c00e0ed7106ea79872a52518050086daf.jpg
Neuf,Chevrolet,2012,Automatique,"Sicap foire,Dakar",2750000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ebe2bccd00c0d24b3d951e97e7a7f9c4/-/horizon-files-prod/ed/picture/qgq9v860/9ec3217742aa5048f703132c4b2b8d30425c4da0.jpg
Neuf,Mitsubishi,2014,Automatique,"Almadies,Dakar",6000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5cfdb7154a0dbc3d1d4451e7f071bd5a/-/horizon-files-prod/ed/picture/qpd6e6mm/cff624660ceb5601a5b0902afbaccfbf9732dfc5.jpg
Venant,Ford,2017,Automatique,"Liberte 6 extension,Dakar",7500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/58cf7bcba0832b5113f68331e5f42670/-/horizon-files-prod/ed/picture/qxj2n92z/a0a194e3054ae6143b72c4ce2a3befaf7f21389f.jpg
Venant,Mazda,2015,Automatique,"Liberte 6,Dakar",9000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/034e797faccf26ed3f68fbaa0667dfbe/-/horizon-files-prod/ed/picture/qkrgw0vm/f9334785fbcd3879ce06fb18a546c5d79305541e.jpg
Occasion,BMW,2017,Automatique,"Patte d‘oie,Dakar",14000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1ae8b262259f0aaad0a01b6e48ff0594/-eyJvciI6MH0%3D/horizon-files-prod/ed/picture/q9m9ewdw/12a06c61a275b4dfb6dd59b51ef84e1391ce1442.jpg
Venant,Mitsubishi,2020,Automatique,"Cité keur gorgui,Dakar",15500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1ff48ffc587cf950c8a1aa583997d12f/-/horizon-files-prod/ed/picture/qxj20eg2/475e48a1dbfeb3c66c58c5fd1276080444cd60ab.jpg
Venant,Kia,2017,Automatique,"Sacré-cœur,Dakar",12500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/38d1b155597777ec524bfa3f083d026f/-/horizon-files-prod/ed/picture/q9m9p8w0/04c94244ed6bfc11e932bfdd6aab09ce2c664c0a.jpg
Venant,Mitsubishi,2018,Automatique,"Sacré-cœur,Dakar",10500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/53dfbd3414c301e68968406d4115fd42/-/horizon-files-prod/ed/picture/qm5px89w/e60cf19c25a03da8dda00377aa1c6f66c4ae64d8.jpg
Venant,Toyota,2020,Automatique,"Liberte 6,Dakar",20500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/54b64b38fd26890d87a3be44c6f1d62b/-/horizon-files-prod/ed/picture/qq47j0e6/966f95114949addfd9824da821a402ddb3643a25.jpg
Occasion,BMW,2014,Automatique,"VDN,Dakar",5000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e65c9ec8f8135e21b1f825981f1f721c/-/horizon-files-prod/ed/picture/qj4rnzz4/759265cd88ba85268a295df9f31b81597713d533.jpg
Venant,Hyundai,2015,Automatique,"Dalifort,Dakar",6500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/33ca607a61693f6efe8b54b0d1b355fc/-/horizon-files-prod/ed/picture/qngx4gj0/217cd61d82d3d85114cf3cc540c67ce2551b0d0f.jpg
Occasion,Mitsubishi,2015,Manuelle,"Sud foire,Dakar",9500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/208765edb0b5bbe72376e30d060b40f9/-/horizon-files-prod/ed/picture/qwe20qqk/2365e7fe234287a46000cc4a5ccc09a6d4d48966.jpg
Venant,Kia,2018,Automatique,"Keur Massar,Dakar",12800000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/49f2a66ee19be6cb65970fab97e03026/-/horizon-files-prod/ed/picture/qkrgwxm8/d0373de15d66f7a117f62536d4f557af136d0842.jpg
Venant,Mitsubishi,2015,Automatique,"VDN,Dakar",8900000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4f988b8d199d174a4d641fa14c225519/-/horizon-files-prod/ed/picture/qenq6wpk/89fbc250e26e71b9d7ef5c8e933ca3de7068ef9a.jpg
Venant,Mercedes-Benz,2020,Automatique,"Liberte 6 extension,Dakar",38500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a29828ffac93c42123ef424268aff734/-/horizon-files-prod/ed/picture/qpd6490p/ac6f5b8d207589c61cae62a3353664d942ec262d.jpg
Occasion,Toyota,2016,Automatique,"Fass,Dakar",9700000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7a1db0b2d299684a0f0404fb315ffaf1/-/horizon-files-prod/ed/picture/qkrgw8qw/d06261f82c6e3da1aa082733b51c7c4c9df3be74.jpg
Occasion,Kia,2018,Automatique,"Keur Massar,Dakar",9500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f3c14075c5669977437d40d728e1b383/-/horizon-files-prod/ed/picture/qenq8xv9/4ff94ce70d83b7b6fa970961c8aeb97a6c2ae072.jpg
Neuf,Nissan,2020,Automatique,"Sicap Sacré-cœur,Dakar",9800000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4a0d707dc738fd6955ad52055f10a44d/-/horizon-files-prod/ed/picture/q9m97nwx/57a4a7d449ac3c8d0bf92024489a3750ba45f261.jpg
Occasion,Kia,2015,Automatique,"Sicap Liberté,Dakar",4900000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/677093bd6793bde88dfd2f119e7e008f/-/horizon-files-prod/ed/picture/qdekvn70/b786df0b0c8409971f397a15002d6f848124a13a.jpg
Venant,Nissan,2018,Automatique,"Cité Damel,Dakar",9800000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/01091660ad8bcce5c998c917951ddbc1/-/horizon-files-prod/ed/picture/qngxvq8r/ddbfb2ea012aa28b915ff45493a4cfb9ac35debb.jpg
Venant,Hyundai,2016,Automatique,"Cité Damel,Dakar",6900000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2ededb404c35c9aba376aa8cfd920e45/-/horizon-files-prod/ed/picture/qzvdmnrr/3651d6b0d16905ffcd0a7d15dfe4af728a87833f.jpg
Occasion,Ford,2017,Automatique,"Sacré-cœur,Dakar",13500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/203c257a41577fde9d4cbd01609b73f7/-/horizon-files-prod/ed/picture/qngx826m/2509410bed9fa365dd5777f277c3719d5ae2ff7c.jpg
Occasion,Mazda,2018,Automatique,"Avenue Bourguiba,Dakar",15500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c652cc1b57995cfb8fb4ac5a55668dc2/-/horizon-files-prod/ed/picture/qm5px09w/9f2c8a50a5f9edca831e5061216728668327ea76.jpg
Neuf,Hyundai,2019,Automatique,"Sicap Liberté,Dakar",21000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a2002e6b6072d7555a8c9a74f46344c3/-eyJvciI6MjcwfQ%3D%3D/horizon-files-prod/ed/picture/qm5px2rd/263e75df37d8bc74ccfa94c1e1ec9503189bf78c.jpg
Neuf,Peugeot,2017,Automatique,"Sicap Liberté,Dakar",16000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6b4a1d9f157dce354fc4c6d10da693a1/-/horizon-files-prod/ed/picture/qj4rn5kg/9651e30db69d7fd998f3e2af91de21bea3d31da3.jpg
Occasion,Toyota,2016,Automatique,"Sicap Liberté,Dakar",25000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/92e23a82cde412b86bd6ec5eb8c9a83b/-/horizon-files-prod/ed/picture/q0gwq9nk/863b46979be0f4be037c560f785cfd68d6ce3fff.jpg
Occasion,Peugeot,2019,Automatique,"Sicap Liberté,Dakar",14000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b3abea9b9a2efe6cd9d6873eec9c7b83/-/horizon-files-prod/ed/picture/qq47m596/7919b9b680ce611de2992a074ee79dbb6a64f7b5.jpg
Occasion,Kia,2015,Automatique,"Mermoz,Dakar",4800000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2b35a3b11a5ddfe492ef46b1e17e9bd0/-/horizon-files-prod/ed/picture/q0gw4x6g/37634defc33c3ceb7639ae8066a791946d6318bc.jpg
Venant,Mercedes-Benz,2017,Automatique,"Yoff,Dakar",12000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/dec0b4c6f16eafe97cb33dd7eb13e2b4/-/horizon-files-prod/ed/picture/q0gwq9zj/5385bd78de8a42c0893d975e1ce4d7be0a30bd1b.jpg
Venant,Hyundai,2015,Automatique,"Yoff,Dakar",10500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/eb5bde37dff77fea48378d5de3e1bf7c/-/horizon-files-prod/ed/picture/qq47z29p/c5ab380f452f0c12ffb22d91cc07fcceb7259c29.jpg
Neuf,Mitsubishi,2015,Automatique,"Cité Damel,Dakar",9000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6ce2b613e4b92feca486fb9fe7c96900/-/horizon-files-prod/ed/picture/qv4ev8vx/e9ab1750af6002048c698f227244bccc5ab2e958.jpg
Venant,BMW,2015,Automatique,"Sacré-cœur,Dakar",17500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/889244bf15491d918e11bf40861c6249/-/horizon-files-prod/ed/picture/qv4mrrqv/224a9d15f02d1c5104867d58cbba3e68955556bd.jpg
Venant,Hyundai,2016,Automatique,"Médina,Dakar",11000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/74ad7845c32cc4683b2319e6153f69b7/-/horizon-files-prod/ed/picture/qgq9rxke/a119c6259693fef73f03f39e0a9fa5582584aee2.jpg
Occasion,Ford,2017,Automatique,"Guediawaye,Dakar",7950000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e568312624f7a4be9d424eb42c73fa37/-/horizon-files-prod/ed/picture/q2jqnz2p/bda2ed8b226f093d2474efa61bddb5669e0b593d.jpg
Venant,Nissan,2017,Automatique,"Guediawaye,Dakar",8950000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/53d133990e491b57e2147118bf9742f1/-/horizon-files-prod/ed/picture/qngx4jwm/bede96d791003946ea141e1adf5720186701c493.jpg
Occasion,Hyundai,2017,Automatique,"Avenue Bourguiba,Dakar",6500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/65c8863f79ff17c0f1a72673ff812055/-/horizon-files-prod/ed/picture/qpd6xj8j/deb6134f818ee786325de459ca80c00eebe86ad4.jpg
Occasion,Ford,2016,Automatique,"Cité Damel,Dakar",9500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/640d4a4506ddddd69bb13bd4e716bf83/-/horizon-files-prod/ed/picture/q9m9pj76/1790120b63b8c4cd4d59c52482681be931b20bb3.jpg
Venant,Ford,2017,Automatique,"Mermoz,Dakar",6900000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/01b2fe5f4c2f21a7afe5737b5612edf2/-/horizon-files-prod/ed/picture/q2jq4wwg/4315cd43fe3384c266b3850b41d79b7846c9bff9.jpg
Venant,Mitsubishi,2020,Automatique,"Rufisque,Dakar",12500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ea7ba04c33bd61a289d6b4c2479ce16f/-/horizon-files-prod/ed/picture/q9m9pnr7/937502bc9104b440e0e77d1b7edd9c1fde85d16d.jpg
Venant,Jeep,2018,Automatique,"VDN,Dakar",16000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/88672213bf8f04abc31927ec8d6099e1/-/horizon-files-prod/ed/picture/q785k0xq/24d97dfcf205a8f3ca8b34245cbb3d7d692ddb5c.jpg
Venant,Jeep,2016,Automatique,"VDN,Dakar",8900000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/54210a9b9e5d94aab149f76533071673/-/horizon-files-prod/ed/picture/q448x6rm/80b73331d1aeee0fd9a0578cb378c1493ceabbee.jpg
Venant,Kia,2017,Automatique,"VDN,Dakar",12200000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f2ac658a95d7df542399c23cc6d91a9b/-/horizon-files-prod/ed/picture/q785k0x5/3a09244692894b3de5ef31b21598d597788a4516.jpg
Venant,Mitsubishi,2016,Automatique,"VDN,Dakar",9500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/dc18e1a6fbddfd0ce9617de024f4dc10/-/horizon-files-prod/ed/picture/q0gwq8vx/0dcd23e4c18bc0930362ad3e967939d630b02faf.jpg
Venant,Mitsubishi,2016,Automatique,"Sacré-cœur,Dakar",15500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e65c4be61b154fac161f71d0e65ca3b1/-/horizon-files-prod/ed/picture/qwe2dkgk/d4bf64e64f1e363af688cbac7f269cdb0fd8e04b.jpg
Venant,Peugeot,2020,Automatique,"Sicap Sacré-cœur,Dakar",19000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9f47e90048b8d3990fa88d5571e75bd0/-eyJvciI6OTB9/horizon-files-prod/ed/picture/qpd6xjmv/f9d297bd65a89b48cb698a0d958a016298758601.jpg
Venant,Toyota,2019,Automatique,"Liberte 6,Dakar",20500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/93292d7c6ffd8b1be76e55c8f3ad8278/-/horizon-files-prod/ed/picture/qdek5295/334382eb656e688b66e62d29022115d1bdef0fad.jpg
Neuf,Kia,2016,Automatique,"Sacré-cœur,Dakar",930,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b8b9c122c94139f90c8e76a252fba9cf/-/horizon-files-prod/ed/picture/q2jq8642/4b9b9d208befbf5144f7ece390443171e3d4b598.jpg
Occasion,Ford,2013,Automatique,"Keur Massar,Dakar",3500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f522d03411c00967d964f925672feb36/-/horizon-files-prod/ed/picture/qj4rnx6e/26be9acc5dca4fa99a9c1df50a95c21d2ebd7482.jpg
Occasion,Citroen,2007,Automatique,"Mermoz,Dakar",3700000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/daaea49beb8dadd37351c5f2e3f7c514/-/horizon-files-prod/ed/picture/qpd6xn8r/63b0523731e1bc3341e25f8e03c534f4a58cd138.jpg
Venant,Ford,2018,Automatique,"Almadies 2,Dakar",25000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/62bc6114c0f50dc235c0f584c9e02c3e/-/horizon-files-prod/ed/picture/qpd6jj4j/0c479a750afe62b5121cca532111a1f27c7d8869.jpg
Venant,Ford,2017,Automatique,"Sacré-cœur,Dakar",11300000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/895ea1dfe63bcc4a03fa54f243db388c/-/horizon-files-prod/ed/picture/qj4r94rg/85b2b24a82516656d96705360e5e50344edbf8a5.jpg
Venant,Jeep,2018,Automatique,"Sacré-cœur,Dakar",15900000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ff4c459e7ca8c0c4d703f8c211caa446/-/horizon-files-prod/ed/picture/q56xmzx7/8fa2deec8b0709e4483f2f03411ddd18084016ec.jpg
Venant,Hyundai,2016,Automatique,"Sacré-cœur,Dakar",11500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/44d77b1896c61fa5ac6f1ba1cf5331f3/-/horizon-files-prod/ed/picture/q6xk9977/3ad5612da9bed4e3c267be2de2697b9c7fe93f60.jpg
Neuf,Hyundai,2020,Automatique,"Sacré-cœur,Dakar",20900000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/456b0d133e7db8b0456af398bb5c06c8/-/horizon-files-prod/ed/picture/qgq9e740/c1e10ba4f16652925af0b04f10712cb56ad38cca.jpg
Venant,Hyundai,2017,Automatique,"Sacré-cœur,Dakar",12200000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f6b91b40ce9c76b345e5f7ea6139173d/-/horizon-files-prod/ed/picture/qq47je24/d1bd47cc9b89e778964f45bb9411c661a93658fc.jpg
Venant,BMW,2020,Automatique,"Sacré-cœur,Dakar",47000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f4792515452638f29c3082c658b8c5cc/-/horizon-files-prod/ed/picture/qgq9vd9r/0d82315183aae386e3ee834c726b388dab5d7ad0.jpg
Venant,Mercedes-Benz,2017,Automatique,"Almadies,Dakar",18000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7c22611744227a67e9ed0d23d21b611d/-/horizon-files-prod/ed/picture/qrzvmqg9/c798b265f4c6fc65901e32e99b4efc95fd15b6cc.jpg
Venant,Mercedes-Benz,2015,Automatique,"Liberte 6 extension,Dakar",16000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4f0cd7c9a63e3a2a6f42e0d0fb243418/-/horizon-files-prod/ed/picture/q448zvxv/c6d191a19eb48b3fc20d0ebcd80de86f85a2c93b.jpg
Venant,Hyundai,2019,Automatique,"Bel air,Dakar",10500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0eb5a6391485175f7c504cd80de98e74/-/horizon-files-prod/ed/picture/qpd6xw4w/c7e56b5ee69497ac55013475e1be73275ea2235e.jpg
Venant,Lincoln,2017,Automatique,"Bel air,Dakar",9500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/487348b854fae40f0e5bd39069319858/-/horizon-files-prod/ed/picture/q2jq4kjv/5623bc0b8fd3461fdcfe9caf38879851e64ff85c.jpg
Venant,Ford,2017,Automatique,"Bel air,Dakar",10500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/944c5956ab2c780b7513e123b3fa74cc/-/horizon-files-prod/ed/picture/q0gwjqxm/6a3d69ba4c90b44d2f065fd9c73a6612e8428187.jpg
Venant,Nissan,2015,Automatique,"Bel air,Dakar",5300000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/fb06e3be50f3d3971c420491c2b8bc79/-/horizon-files-prod/ed/picture/qm5pez8z/4e2b36dee4ea448b6b15c76311a1d606e508f4d7.jpg
Venant,Hyundai,2016,Automatique,"Sacré-cœur,Dakar",12000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/855bb302f2263ca3350da990bbab6da7/-/horizon-files-prod/ed/picture/qj4rnxj6/98a618d5b5757351d7dab49731345849bbcc15ae.jpg
Venant,Kia,2018,Automatique,"Keur Massar,Dakar",12600000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ca75846ace3160a5c4055e08227e7313/-/horizon-files-prod/ed/picture/qpd6xjp0/a56221612d5ef4f75691486d3467eedc712badc0.jpg
Venant,Toyota,2016,Automatique,"Amitié,Dakar",12000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f8cb831604a91a15fb32800903f87471/-/horizon-files-prod/ed/picture/q785q22z/2fa8a8d752ed897da34ae2722b739d360050d0c0.jpg
