etat,marque,année,boite vitesse,adresse,prix(FCFA),image_lien
Occasion,Citroen,2008,Manuelle,"Sacré-cœur,Dakar",2800000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/8c72d88335f6b869bdb42a9e2397b363/-/horizon-files-prod/ed/picture/qpddr6kj/975d7ad776d3dcd42d088bb162d244c40bf25004.jpg
Venant,BMW,2020,Automatique,"Sacré-cœur,Dakar",50000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/bad10d2b8642e5b6a68c2f7784e7243e/-/horizon-files-prod/ed/picture/q444800r/6c84a29a293b6afea10c7fd9931333af2dc2f129.jpg
Occasion,Mazda,2011,Manuelle,"Mermoz,Dakar",3850000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/536efb70702d6fd6729a56bd3a8573c0/-/horizon-files-prod/ed/picture/qzv48xq9/46dd30f0073e5f42ee423423201befa4e0059438.jpg
Occasion,Opel,2013,Manuelle,"Sacré-cœur,Dakar",5500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/518e84e53ae50a975e668fe76d828c34/-/horizon-files-prod/ed/picture/qkr5mnkx/9a5eaf91b004916d119330f4ae69fe4cd9c832b6.jpg
Venant,Kia,2022,Automatique,"Mermoz,Dakar",33000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/310416206479ebf3c44d7db2afe32743/-/horizon-files-prod/ed/picture/qq47jrqe/39012a898cdd2a2caadcc5715be3410ba3748f09.jpg
Venant,Jeep,2020,Automatique,"Sacré-cœur,Dakar",31000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e5779e7ef925f2d4b115fa501a0d86af/-/horizon-files-prod/ed/picture/qv4peg7v/098287af7f593bd0405ca72d3f11fa9b8c4befb7.jpg
Venant,Mazda,2016,Automatique,"Point-e,Dakar",10800000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/b035a1480264dd8413e79ddadab5d9e1/-/horizon-files-prod/ed/picture/qen5r47v/02b7b42e272bc5b040b40e24c19b84b15575905f.jpg
Neuf,Ford,2018,Automatique,"Cité Damel,Dakar",17500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/2b41d5b23a7968e4653065ada7ac6aa2/-/horizon-files-prod/ed/picture/qgqqjerk/0fee236d86726617ec53b38a28e8701a46721a88.jpg
Venant,Ford,2016,Automatique,"Sacré-cœur,Dakar",14500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/97b6303410b8832913a44a7e4f885f1d/-/horizon-files-prod/ed/picture/qgq5x7z2/4366cc9c73d63bbf3c198e2de93e1bf3fd72fd9c.jpg
Venant,Kia,2020,Automatique,"VDN,Dakar",15500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/dc4ddd4a75066b904011301196220333/-/horizon-files-prod/ed/picture/q0gp8nzz/9a4516af419320ed03ae0eace9f622eaaf559281.jpg
Venant,Ford,2018,Automatique,"Sacré-cœur,Dakar",13800000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/36410011a9528e1caf444ae746bb2376/-/horizon-files-prod/ed/picture/q788276z/762859ac0639f6f8ad41d376a737c133bd320a1a.jpg
Venant,BMW,2019,Automatique,"Sacré-cœur,Dakar",50000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/ebb4ea2a91868b1968530f183729bec9/-/horizon-files-prod/ed/picture/q2jjzxmd/a640a8e36eb93572879236ce73305dcdc8c7e5eb.jpg
Venant,Kia,2016,Automatique,"Sacré-cœur,Dakar",12000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/9ef86caf985a92aabcd2d067ef628601/-/horizon-files-prod/ed/picture/q2jrjg8v/31377c6f0d4df00cba7d4057f1591e252138a0c4.jpg
Occasion,Ford,2013,Automatique,"Liberte 6 extension,Dakar",5800000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/6ac1340fa8a12ceb218cbdfe58be57bb/-/horizon-files-prod/ed/picture/qwezn8qg/6bd32513047a6bfff4e2bfea190392fa0ddc20fd.jpg
Venant,Land Rover,2019,Automatique,"Liberte 6 extension,Dakar",48000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/9744826322bc9d80431ec53445521d58/-/horizon-files-prod/ed/picture/q566v40g/84dd83598cfa8740dc447a7cb50ab7709b93c0c5.jpg
Occasion,Ford,2015,Automatique,"Médina,Dakar",5400000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/66ffb31be33bcd18e716eb72b4d28e32/-/horizon-files-prod/ed/picture/qngdjex9/5fc174712e0ef64f29a597a1d82488ce7814e700.jpg
Venant,Mercedes-Benz,2016,Automatique,"Fenêtre mermoz,Dakar",23700000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/45d995ae748fab3906aef45af64863f7/-/horizon-files-prod/ed/picture/qk9zzqp/2bbc41ebb39003049f85cddab1e4c8b1350eeac0.jpg
Venant,BMW,2021,Automatique,"Amitié,Dakar",50900000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/367b85f06fa9deb70b7abc673d165933/-/horizon-files-prod/ed/picture/qkr55j6x/bb9abfefc084ae8adfd76fa4e9cbe71f4055554f.jpg
Venant,Mitsubishi,2014,Automatique,"Mermoz,Dakar",8500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/baf37ac18336e7d7010efb231d887850/-/horizon-files-prod/ed/picture/q566kenx/746e21b4b16702ae7f67af1de11c9c5340f1d175.jpg
Occasion,Peugeot,2009,Manuelle,"Keur Massar,Dakar",2700000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/153c2b9dbf49004e0593eb86d2546e91/-/horizon-files-prod/ed/picture/q8vv9w9j/a90a81bf31393dd28215cdbcf350125b90f30b6b.jpg
Neuf,Hyundai,2015,Automatique,"Almadies,Dakar",8999999,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c8f33716c7ce3d6b99b0e1f4f58b0f6c/-/horizon-files-prod/ed/picture/qdew9kp2/905d0f2ca7fed7a211d19af32c3197fb6dc6748a.jpg
Venant,Ford,2015,Automatique,"Sacré-cœur,Dakar",12500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/60f9550ea9c3b9f19eb4b0dbe134867f/-/horizon-files-prod/ed/picture/qm5rm54j/96d07a77e90c033c6d84f67000244319c8e36034.jpg
Occasion,Ford,2016,Automatique,"Sacré-cœur,Dakar",8500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/a91a2ffc8e62575acf5e429bb555d979/-/horizon-files-prod/ed/picture/q9mm49dx/8de55b1856da8ec93857af15efb3d6e5d0f5e81c.jpg
Venant,Hyundai,2015,Automatique,"VDN,Dakar",12900000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c13aa091e79468d39b54f196385cbadc/-/horizon-files-prod/ed/picture/q2jrq86d/c0f75cae0f5851f7320218bf75b8b418e26d2b8d.jpg
Venant,Toyota,2019,Automatique,"Keur Massar,Dakar",17900000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/fc9ed45b5c01185a5994110ddc85ea07/-/horizon-files-prod/ed/picture/q787vqqm/10f3d3211b43c8d4065b369a450b7db2ef2f01f0.jpg
Neuf,Ford,2016,Automatique,"Cité Damel,Dakar",8300000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/bce02b4f292023ed800e3a543cbb5ffd/-/horizon-files-prod/ed/picture/qdewnzrg/22ad9d35722babb6417cd1cfea849e42a9647db0.jpg
Venant,Kia,2015,Automatique,"Cité Damel,Dakar",9500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/59e3af9b38ecaf4c9b4df241f14c6c7b/-/horizon-files-prod/ed/picture/qdewn99j/5c00502e490312c441f9e2ff405ee0d6418bfe20.jpg
Venant,Ford,2019,Automatique,"Sacré-cœur,Dakar",19500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/64ff0b2948ce9cb574e9d21598b0982c/-/horizon-files-prod/ed/picture/qxjj7w2j/46c44a853fdb116685477463914bdd6d2f070f25.jpg
Venant,Mercedes-Benz,2014,Automatique,"Gibraltar,Dakar",12000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/6a873c5251b64c6c6baaa01f861e9f36/-/horizon-files-prod/ed/picture/q2jj4n4p/81438585ae8b3aaac44b86c50595d98f041e7237.jpg
Venant,Mazda,2021,Automatique,"Sacré-cœur,Dakar",18000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/340e89ef530087fd44d00e82b6a64d7d/-/horizon-files-prod/ed/picture/qj44n5m4/86ac28907a1c1bc7d216fdf327848abf06ebe718.jpg
Venant,Ford,2020,Automatique,"Sacré-cœur,Dakar",29500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/4183b31705db56a6ef73f96d7677285e/-/horizon-files-prod/ed/picture/qkrmdmgn/8df40f13ad79ad6dc53ce4383d1d38a0b29956cf.jpg
Occasion,Mazda,2015,Automatique,"Sicap foire,Dakar",8300000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/0bb0b4fda1a48c18cbaaeb5228f3dceb/-/horizon-files-prod/ed/picture/qdew79k8/86077802b76615cb5da58b325162b1363c8ed1c2.jpg
Venant,Hyundai,2015,Automatique,"Thiès,Thiès",6600000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/36cda83c7edbf138ab67966dcfeca6ad/-/horizon-files-prod/ed/picture/qxj6wkj2/b747b12e9fdff00d50d6c888f08b54347e8341f0.jpg
Venant,Kia,2015,Automatique,"Hlm,Dakar",9000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/0f95870fb9f9164784061ff797a57aa6/-/horizon-files-prod/ed/picture/qdewreej/735e90fdb0d52fefbd1c953c1e1ffbcbd55e1faa.jpg
Neuf,Jeep,2014,Automatique,"Cité Damel,Dakar",10500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/4aeb6cd658e8e0a1072b8b269c60ec8e/-/horizon-files-prod/ed/picture/qngd0zdg/cf0ca4bbcc0334d0ef15daf7bd5ad71dfd2ff819.jpg
Neuf,Jeep,2014,Automatique,"Cité Damel,Dakar",13300000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/624ede97a06891073b64d3338085a660/-/horizon-files-prod/ed/picture/q2jrkzxq/7b88eeef9bdaf027759e58fb44ccdbbf24649ac6.jpg
Neuf,Mercedes-Benz,2021,Automatique,"Sacré-cœur,Dakar",95000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/ab14fd14c796e69fdc93e66e2f7621b9/-/horizon-files-prod/ed/picture/qxjdr5jn/84888d428e0420967b6065642890a03880779ac9.jpg
Venant,Mitsubishi,2015,Automatique,"VDN,Dakar",8400000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/099bc4765ea87254dcbf598e36807a58/-/horizon-files-prod/ed/picture/q9mmn6vv/8bbf43df8be94c708b904a2368677fa025e74b4c.jpg
Neuf,Ford,2017,Automatique,"Cité Damel,Dakar",13000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/3503bfab9d951ac93c908e5b2c1ff411/-/horizon-files-prod/ed/picture/q787gpk5/9b9ebd03dbee4b9498bfa21acd364dfd4524ad7e.jpg
Venant,Hyundai,2018,Automatique,"Liberte 6,Dakar",15000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/d4e74f9d1194b02694f70172d061786e/-/horizon-files-prod/ed/picture/qrzzwkj2/4346fac050c13c716aaabedaf4569da649ae65c9.jpg
Venant,Ford,2020,Automatique,"Liberte 6,Dakar",17000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/be31916c83b7bbbfa22c4fbb44dc6529/-/horizon-files-prod/ed/picture/qj4jxvwr/23f4ba12e2a3ee297bb79d1f8f7639a6147d9286.jpg
Occasion,Ford,2011,Automatique,"VDN,Dakar",5200000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/001c20f5757a3a6cde3cf25ce5f23931/-/horizon-files-prod/ed/picture/qgqg8k2m/d354a76ed37c1d74e05617120e689fae2aaddcde.jpg
Venant,Nissan,2016,Automatique,"Colobane,Dakar",8500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f1502974ec5d223031aefd7b64123ffb/-eyJvciI6MH0%3D/horizon-files-prod/ed/picture/qwez5rnm/5ada22e3d1b32ef496722c6613608dce69788b3c.jpg
Occasion,Hyundai,2017,Manuelle,"Sacré-cœur,Dakar",7800000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/2f7e7d4d3bbbfc6e332a9ccd481fa6dc/-/horizon-files-prod/ed/picture/qwezwedg/e3aeee33a2cf98a81a20ba06ad5e10b3dc5812a0.jpg
Venant,Ford,2016,Automatique,"Cité keur gorgui,Dakar",10500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/8179c35a07bf714dea436b1ac2db9f73/-/horizon-files-prod/ed/picture/qdee2wmm/cd108749a4d3567b0a3c168e1273465a6bd70ac3.jpg
Venant,Nissan,2015,Automatique,"VDN,Dakar",8900000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/26c27df78a70e4d0ec5ed3855b8997f4/-/horizon-files-prod/ed/picture/qgqgz569/336114b24f4f6424e1f1ef1eebf0951c36766b5a.jpg
Venant,Ford,2017,Automatique,"Keur Massar,Dakar",15750000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/804e1370df1446d223d5029116e2edbf/-/horizon-files-prod/ed/picture/qpdwmqjv/cfb6dfe20e477323cdf5fc86c3e190d5725909d6.jpg
Occasion,Ford,2016,Automatique,"Liberte 6 extension,Dakar",6000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/99c6ca804dc438efafaf947bc6d245dc/-/horizon-files-prod/ed/picture/qxj6kp82/604cd12620620f8c5318af373c822efb1017ddee.jpg
Neuf,GMC,2020,Automatique,"Cité Damel,Dakar",17500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/edbcfc060d2ba15cb5433ab3d535a0a9/-/horizon-files-prod/ed/picture/qq44mvvn/c432ca5a571c99e2277a590fc37120143732f082.jpg
Venant,Hyundai,2015,Automatique,"Liberte 6,Dakar",12000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/43946e0a04ba958c313dc328db18a4b5/-/horizon-files-prod/ed/picture/q9m8m570/e9f2e44e03b7c6d6027d3c4bcfcac673feb61360.jpg
Venant,Hyundai,2015,Automatique,"Mermoz,Dakar",8700000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c58c079a52fa3660e07f792091186d36/-/horizon-files-prod/ed/picture/q44dd82z/f2f1bb220789b3e6cd3410312c7fad78c2184b4b.jpg
Venant,Ford,2015,Automatique,"VDN,Dakar",25900000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/77588eb785a17d171d08fe94e701b762/-/horizon-files-prod/ed/picture/qzvvgdxn/59bb56285135db52e8c739b38fa1f4e02f5e3311.jpg
Venant,Jeep,2019,Automatique,"Liberte 6,Dakar",28500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/83993ba37a6f3bb551a9a53988831b63/-/horizon-files-prod/ed/picture/q2jz8dkv/293404e7ce6de42423f2cd9bff3b9416cfceda9a.jpg
Occasion,Peugeot,2013,Manuelle,"Cité Damel,Dakar",4000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/b0e416ef9b0927a6e4373f5dcefea18e/-/horizon-files-prod/ed/picture/qngdnvqe/be72727f1ebf1e8d85b77927eb81ad33389e83be.jpg
Neuf,Range Rover,2018,Automatique,"Mermoz,Dakar",39500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/248a517912649b896ba370ce580f1ff1/-/horizon-files-prod/ed/picture/q444j97r/7656fde8bc6f332fc2ac13e1b21d702d6d7ff874.jpg
Venant,Hyundai,2019,Automatique,"Liberte 6,Dakar",21000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/da44741516c9576b8aa7f612786587af/-/horizon-files-prod/ed/picture/q9m8669w/f7810bf214597c8954a3e222cb202f1ce60602f7.jpg
Occasion,Hyundai,2014,Automatique,"Médina,Dakar",5000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/cca745d05b56c3a3036c355733f421c9/-/horizon-files-prod/ed/picture/qxj6zvdz/d7b1fa9358c819652a75bffb41eaccca30b9f282.jpg
Venant,Toyota,2015,Automatique,"Almadies,Dakar",27000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c121ac972ab077e6ba8a64ad611557e9/-/horizon-files-prod/ed/picture/qq4dk47v/f86b61fe022515038808219d603205d4a79bdaa8.jpg
Venant,BMW,2018,Automatique,"Yoff,Dakar",29000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/63818493366480f3b3b64d5b8cdeb305/-/horizon-files-prod/ed/picture/q44d76xv/0c32cd7722ec8a4cb78879b58d9277a92d6f0ec0.jpg
Venant,Hyundai,2013,Automatique,"VDN,Dakar",7800000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f4c83aac29c0713c1bcfc06e17c12e12/-/horizon-files-prod/ed/picture/qen5w49d/09269f21183eca0a879713265ccb168fdf3cff5a.jpg
Venant,Hyundai,2014,Automatique,"VDN,Dakar",10800000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/bf316b3a2325c27572d5eb53cceb4cbb/-/horizon-files-prod/ed/picture/qwezw4p4/238addf6a9da26d49dfea31ed874c10ff5f1bb7e.jpg
Venant,Hyundai,2016,Automatique,"Liberte 6,Dakar",14000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/76d8c29e7a52ba0ac5b57db9962feaea/-/horizon-files-prod/ed/picture/qdeev8z5/be803d3e2e32692283b2b26e9eb9750ccbc612fd.jpg
Venant,Hyundai,2019,Automatique,"Liberte 6,Dakar",19800000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/2babcb30bec505aa92e5b0a449f0baf8/-/horizon-files-prod/ed/picture/q7889q4g/ad5127df1f0ea5a2e93e5f4085a2e963413a7d54.jpg
Venant,Ford,2017,Automatique,"Liberte 6,Dakar",14300000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/5c25204a47d313bcff27e744b62e2a3c/-/horizon-files-prod/ed/picture/qpddzv9v/644a8e9e4f0373c1270e7ca23be7cab0d533b5c9.jpg
Neuf,Jeep,2014,Automatique,"Hlm grand-yoff,Dakar",14500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/755fce40bcca2198aa0585157b96f576/-/horizon-files-prod/ed/picture/qxj6jr5z/5e0193deb04171ea2043dec29dec8a9ebcc5a412.jpg
Occasion,Hyundai,2014,Automatique,"Hlm grand-yoff,Dakar",7000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/52d46ea7b9999251d4e1ac95b6b4bc9a/-/horizon-files-prod/ed/picture/q2jr292g/80c98a0bab59162c3e64554129259baae2a755df.jpg
Neuf,Toyota,2018,Automatique,"Sicap foire,Dakar",39000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/5f2eaad25332fd0038932cc11242f446/-/horizon-files-prod/ed/picture/qj4jzejw/e8d8a62fce6c937b479f4601a949a82fea90fc14.jpg
Venant,Jeep,2016,Automatique,"Almadies,Dakar",9500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/2b5dd3057fff0a21a9c2cd36d6cd9b9c/-/horizon-files-prod/ed/picture/qdewj2v2/6256aab54df47380e32e51654bdc1bb6fc38c97f.jpg
Venant,Peugeot,2018,Automatique,"Almadies,Dakar",14500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/db8b0d12efb9faf3acd53aa9c187e771/-/horizon-files-prod/ed/picture/qv4pq2j2/113a5d99f4024c330030b275c7ce5676f0acfe9a.jpg
Venant,Toyota,2021,Automatique,"Almadies,Dakar",24000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/bf5259b43380af4be958e7df561d6a23/-/horizon-files-prod/ed/picture/q0g2dzr8/a7b0d018408a9df54d9e2f5e569947744139c50c.jpg
Venant,Ford,2015,Automatique,"VDN,Dakar",7600000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/d29a9671a93d32dc7b3b4bfb7441035e/-/horizon-files-prod/ed/picture/qv4p5mmw/cc81ea2cec0f8ad664fa5af712ebad996ce2b204.jpg
Venant,Mercedes-Benz,2017,Automatique,"VDN,Dakar",32000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/d7d1b2034dff8db6d546dc40297bd2de/-/horizon-files-prod/ed/picture/qpdd8dnw/ebd23030b2abfc9f3e5a710d31a8f645d7a59cd3.jpg
Venant,BMW,2020,Automatique,"Liberte 6,Dakar",72000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/93c3a86f376d31fc1ef903d1ad8f7abb/-/horizon-files-prod/ed/picture/qm55zjdw/cc008ef1bd24bcb1c91632821329f699daa1d4ce.jpg
Venant,Mercedes-Benz,2020,Automatique,"Liberte 6,Dakar",33000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/eb4cc9fdf654653c0a9066b7c9d8b046/-/horizon-files-prod/ed/picture/q788k7pe/3e3c6913109f7499c896672da056ac01291bde8f.jpg
Venant,BMW,2016,Automatique,"Liberte 6,Dakar",20000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/a08cbabfe6be56e1e9b41e48ef69f689/-/horizon-files-prod/ed/picture/q8vzxx5z/289f288898394b0b3ccdccb460613fc9d321abaf.jpg
Venant,Mercedes-Benz,2020,Automatique,"Liberte 6,Dakar",58000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/050e3728727f6231b256a395712a7261/-/horizon-files-prod/ed/picture/q0gg565m/c08282315ce5f96042e3b0c1eaf6b922da3358dc.jpg
Venant,Mercedes-Benz,2021,Automatique,"Liberte 6,Dakar",88000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c470f9d39d3cbdf8a439fb1cd50026fb/-/horizon-files-prod/ed/picture/qkrmk9nv/3e03179125fde42e70f7c352acb357f8e8553e89.jpg
Neuf,Kia,2015,Automatique,"Keur Massar,Dakar",8950000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/00457c182b3ff07d8a20a6cfcb46989b/-/horizon-files-prod/ed/picture/q6x6z5kg/6e28c364b519ee0c58e2af0569ac002c54242511.jpg
Occasion,Ford,2016,Automatique,"Nord foire,Dakar",7200000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/1c4f81dd7e0fa260a64a8963be6c0a6b/-/horizon-files-prod/ed/picture/q787x79n/226a68e6de3979f21f7170f9fdc0656eff7d2664.jpg
Occasion,Ford,2014,Automatique,"Cité Damel,Dakar",5000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/762679a93b7814234acc66d01394f9ba/-/horizon-files-prod/ed/picture/qpdw5pkj/76240249c8c83ef587f9595de5cb938124ab199a.jpg
Neuf,Kia,2016,Automatique,"Cité Damel,Dakar",13000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/eaabeb9a9356deb85f58872a720bbabe/-/horizon-files-prod/ed/picture/qrzq5gn9/70014a3cc79a2ed48ea0b90579bee5ca5c0da8ba.jpg
Venant,Maserati,2015,Automatique,"Point-e,Dakar",20,https://i.roamcdn.net/hz/ed/listing-thumb-543w/48647f4c2ab16cf3ab123a8621826d89/-/horizon-files-prod/ed/picture/qpdw72dm/2c45fc4b4f030e77ab6521db458ab56ed8e6c884.jpg
Neuf,Hyundai,2019,Automatique,"Sacré-cœur,Dakar",19500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/6a42a397247b1826eb35fea08b03a004/-/horizon-files-prod/ed/picture/q787vg88/261831a8d47ab63e9889019faa53cf458b474733.jpg
Venant,Audi,2021,Automatique,"Hlm,Dakar",51000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/49fbbbc5398e24b8e38e8a222f72c420/-/horizon-files-prod/ed/picture/qgqqenve/b22c90c848fecbbeaa28c49977c01f5c86258ec1.jpg
Venant,Toyota,2018,Automatique,"Hlm,Dakar",17700000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/5869b5d24ffbee750afff583e16d9faf/-/horizon-files-prod/ed/picture/q2jr85wp/b4461f0114a5e4e6c0cb4e759307343828697c45.jpg
Neuf,Ford,2017,Automatique,"Cité Damel,Dakar",9900000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/ad8d1e2832eb1ba2b4b7459f1bdbb9b1/-/horizon-files-prod/ed/picture/qm5r45vr/78e9c67c9273c046d0699e8b2f1bea08a923ba81.jpg
Occasion,Ford,2013,Automatique,"Amitié,Dakar",4500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/6fcee4c2926c2ed92f58c8182aef9279/-/horizon-files-prod/ed/picture/qnggpjxw/4fa52efe0eb9863ff5f7c27acc998b5a6de698a0.jpg
Venant,Toyota,2016,Automatique,"Hlm,Dakar",33000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/56784fbf72ad33e5628cdf08c2f064b2/-/horizon-files-prod/ed/picture/q0g285wj/fedccef14a508b2099300a9f31860f0cfec3178a.jpg
Venant,Audi,2013,Automatique,"Hlm,Dakar",8900000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/2c51dded41339fde1440c6c101111eda/-/horizon-files-prod/ed/picture/qeg8xz2/d21fdf704ac563d4d8bf7dd70817e197deecf672.jpg
Venant,Jeep,2015,Automatique,"Hlm,Dakar",9500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/9419d7d27940830fdc9d7458c466d262/-/horizon-files-prod/ed/picture/qq44n0q6/72f71ae41ebe5083376949fb5a6be2c4528bf699.jpg
Venant,Kia,2016,Automatique,"Hlm,Dakar",12500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/a4ebf1636590caa14645f843414353a4/-/horizon-files-prod/ed/picture/q6x6nqep/79c9b1f8084a671d6f80e20c58440ba5641f3ba5.jpg
Venant,Kia,2014,Automatique,"Hlm,Dakar",6500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/ac2615d5686d13b5e6a356526583e519/-/horizon-files-prod/ed/picture/q9mmzqvv/3ee2a99433a7a8f6a0cbdd98e663b5412b33aebc.jpg
Venant,Peugeot,2015,Manuelle,"Thiès,Thiès",5500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/0f7164a0dc5a5c6c9cb7c2505343e07f/-/horizon-files-prod/ed/picture/qdewr77g/2ec53e868fc89a4fcc1f0827950f4d3177c442bd.jpg
Occasion,Mazda,2015,Automatique,"Nord foire,Dakar",9300000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/a31cb53f8d9d123462fc00e0d576302d/-/horizon-files-prod/ed/picture/q8vz0g60/e2e2d58e6d3f504b7d9b20c0c59aae9aa88f7b84.jpg
Venant,Ford,2017,Automatique,"Almadies,Dakar",15000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/19bd291f98a6a6f228ec74dc88a81984/-/horizon-files-prod/ed/picture/q787m6em/72e0218aa18cc0153ab1a1a8885b094a7c98f9c6.jpg
Venant,Hyundai,2020,Automatique,"Parcelles Assainies,Dakar",35000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/3301e328821549b57a2f8883a20a7f3e/-/horizon-files-prod/ed/picture/q78v6jqz/9a36506272254aa0e9ada0268b869046b8ff6248.jpg
Venant,Jaguar,2018,Automatique,"Liberte 6,Dakar",33000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/0160b760cf16fe0f3cb8e83437e55439/-/horizon-files-prod/ed/picture/qm8rm4z/cec197cccb11d9c90aec73cbb433b66cf2730ef3.jpg
Venant,Kia,2014,Automatique,"Almadies,Dakar",7800000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/2a6fcf9849bfd786e82d13f33acf2896/-/horizon-files-prod/ed/picture/q9m86m56/12cd2d8a7b59afb0eb4a48ddbd7bbbf490bbf391.jpg
